Parent	Child	Abbrev	Canonical Name
A00871	A00872	Mar Geo Geop	University of Miami, Division of Marine Geology and Geophysics
A00871	A00873	Mar Atm Sci	University of Miami, Rosenstiel School of Marine and Atmospheric Science
A00871	A11061	Dep Phy	University of Miami, Department of Physics
0	A00874	Middlebury Coll	Middlebury College, Vermont
0	A00875	Teesside U	Teesside University, UK
0	A00876	Dow	Dow Chemical Corporation
A00876	A05810	Rohm Haas	Rohm and Haas, Inc., Pennsylvania
A00876	A05811	Shipley	Shipley Co., United States
A00876	A06168	Union Carb	Union Carbide Inc., Texas
0	A00877	Millersville U	Millersville University, Pennsylvania
0	A00878	Open U Milton Keynes	Open University Milton Keynes, UK
A00878	A00879	Scotland	Open University Scotland, UK
A00878	A00880	Dep Ear Env Sci	Open University, Department of Earth and Environmental Sciences
A00878	A00881	Dep Phy Sci	Open University, Department of Physical Sciences
A00878	A00882	CEPSAR	Center for Earth Planetary Space and Astronomical Research
A00878	A00883	Oxford	Open University Oxford
A00878	A11768	SEPnet	South East Physics Network
0	A00884	Marquette U	Marquette University, Wisconsin
0	A00885	Med Coll Wisconsin	Medical College of Wisconsin
0	A00886	Augsburg Coll	Augsburg College, Minnesota
0	A00887	Miss St U	Mississippi State University
0	A00888	U S AL	University of South Alabama
0	A00889	U Moncton	University of Moncton, Canada
0	A00890	W OR U	Western Oregon University
0	A00891	U Montevallo	University of Montevallo, Alabama
0	A00892	Ecole Poly Montreal	Ecole Polytechnique de Montreal
A00892	A13034	GEOTOP	GEOTOP Research Center, Canada
0	A00893	Concordia U	Concordia University, Canada
0	A00894	McGill U	McGill University, Canada
A00894	A11729	CRAQ	Center for Research in Astrophysics of Quebec
A00894	A11730	Mont Megantic Obs	Mont Megantic Observatory
A00894	A11732	Dep Ear Plan Sci	McGill University, Department of Earth and Planetary Sciences
A00894	A11754	Dep Phy	McGill University, Department of Physics
A00894	A13034	GEOTOP	GEOTOP Research Center, Canada
0	A00895	U Montreal	University of Montreal, Canada
A00895	A00896	Dep Phy	University of Montreal, Department of Physics
A00895	A00897	Ctr Res Math	University of Montreal, Center for Research in Mathematics
A00895	A11729	CRAQ	Center for Research in Astrophysics of Quebec
A00895	A11746	Dep Ast	University of Montreal, Department of Astronomy
A00895	A13034	GEOTOP	GEOTOP Research Center, Canada
0	A00898	U Quebec	University of Quebec, Canada
A00898	A00899	Rimouski	University of Quebec, Rimouski
A00898	A00900	Chicoutimi	University of Quebec, Chicoutimi
A00898	A00901	UQAM	University of Quebec, Montreal
A00898	A00902	UQTR	University of Quebec, Trois Rivieres
A00898	A00903	INRS	National Institute for Scientific Research, Canada
A00898	A05797	ETS	University of Quebec, Ecole de Technologie Superieure, Canada
A00898	A13034	GEOTOP	GEOTOP Research Center, Canada
0	A00904	St Marys Coll	Saint Marys College, California
0	A00905	Concordia Coll	Concordia College
0	A00906	Morehead St U	Morehead State University, Minnesota
0	A00907	W Virginia U	West Virginia University
A00907	A06171	WVIT	West Virginia Institute of Technology
0	A00908	U MN Twin Cities	University of Minnesota, Twin Cities
A00908	A00909	Sch Phy Ast	University of Minnesota, School of Physics and Astronomy
A00908	A00910	Dep Ear Sci	University of Minnesota, Department of Earth Sciences
A00908	A11021	Dep Geo Geop	University of Minnesota, Department of Geology and Geophysics
0	A00911	U Idaho	University of Idaho
A00911	A00912	Boise	University of Idaho, Boise
0	A00913	Monterey Bay ARI	Monterey Bay Aquarium Research Institute, California
0	A00914	Cen MI U	Central Michigan University
0	A00915	Cornell Coll	Cornell College, Iowa
0	A00916	Berry Coll	Berry College, Georgia
0	A00917	Ball St U	Ball State University, Indiana
0	A00918	Murdoch U	Murdoch University, Australia
A00918	A11642	CEAMS	Center of Excellence in Antimatter-Matter Studies
0	A00919	Murray St U	Murray State University, Kentucky
0	A00920	SF Austin St U	Stephen F Austin State University, Texas
0	A00921	Fisk U	Fisk University, Tennessee
0	A00922	TN St U	Tennessee State University
0	A00923	Vanderbilt U	Vanderbilt University, Tennessee
A00923	A11017	Dep Phy Ast	Vanderbilt University, Department of Physics and Astronomy
A00923	A11018	Dyer Obs	Vanderbilt University, Dyer Observatory
0	A00924	Griffith U	Griffith University, Australia
A00924	A11642	CEAMS	Center of Excellence in Antimatter-Matter Studies
A00924	A11720	CQC2T	Center for Quantum Computation and Communication Technology
0	A00925	Yale U	Yale University, Connecticut
A00925	A00926	Dep Geo Geop	Yale University, Department of Geology and Geophysics
A00925	A00927	Dep Chem	Yale University, Department of Chemistry
A00925	A00928	Dep Ast	Yale University, Department of Astronomy
A00925	A00929	Dep App Phy	Yale University, Department of Applied Physics
A00925	A00930	Dep Phy	Yale University, Department of Physics
A00925	A05767	Sch Eng App Sci	Yale University, School of Engineering and Applied Science
A00925	A05768	Sch For Env St	Yale University, School of Forestry and Environmental Studies
A00925	A05769	Sch Med	Yale University, School of Medicine
A00925	A11708	Sthrn Obs	Yale Southern Observatory
0	A00931	Connecticut Coll	Connecticut College
0	A00932	U N AL	University of North Alabama
0	A00933	LSU	Louisiana State University
A00933	A00934	Dep Phy Ast	Louisiana State University, Department of Physics and Astronomy
A00933	A11101	Dep Geo Geop	Louisiana State University, Department of Geology and Geophysics
A00933	A11207	LIGO Livingston	LIGO Livingston Observatory, Louisiana
0	A00935	Loyola U New Orleans	Loyola University New Orleans
0	A00936	Sthrn U New Orleans	Southern University New Orleans
0	A00937	Tulane U	Tulane University, Louisiana
0	A00938	U New Orleans	University of New Orleans, Louisiana
0	A00939	Iona Coll	Iona College, New York
0	A00940	Westminster Coll PA	Westminster College, Pennsylvania
0	A00941	Columbia U	Columbia University, New York
A00941	A00942	Dep Phy	Columbia University, Department of Physics
A00941	A00943	Dep Ast Astrop	Columbia University, Department of Astronomy and Astrophysics
A00941	A00944	Dep Chem	Columbia University, Department of Chemistry
A00941	A00945	Dep Ear Sci	Columbia University, Department of Earth Sciences
A00941	A00946	LDEO	Lamont-Doherty Earth Observatory
A00941	A00947	Barnard Coll	Barnard College
A00941	A00948	GISS	Goddard Institute for Space Studies
A00941	A06038	NYPSI	New York State Psychiatric Institute
A00941	A11159	CBA	Center for Backyard Astronomy
0	A00949	MMC	Marymount Manhattan College, New York
0	A00950	Niagara U	Niagara University, New York
0	A00951	NYU	New York University
A00951	A00952	Abu Dhabi	New York University, Abu Dhabi
A00951	A00953	Poly Inst	New York University Polytechnic Institute
A00951	A00954	Courant Inst	New York University, Courant Institute of Mathematical Sciences
A00951	A11028	Dep Phys/CCPP	New York University, Department of Physics/CCPP
0	A00955	US Steel	United States Steel Corporation
0	A00956	Cornell U	Cornell University, New York
A00956	A00957	Medical Coll	Cornell University Medical College
A00956	A00958	Sch App Phy	Cornell University, School of Applied Physics
A00956	A00959	Dep Chem	Cornell University, Department of Chemistry
A00956	A00960	Dep Ast/CRSR	Cornell University, Department of Astronomy/Center for Radiophysics and Space Research
A00956	A00961	Dep Phy	Cornell University, Department of Physics
A00956	A00962	Dep Comp Sci	Cornell University, Department of Computer Science
A00956	A00963	CHESS	Cornell University, High Energy Synchrotron Source
A00956	A00964	Dep Ear Atm Sci	Cornell University, Department of Earth and Atmospheric Sciences
A00956	A00966	Sch Eng	Cornell University, School of Engineering
A00956	A01804	Arecibo	Arecibo Observatory
A00956	A11679	Cornell Sydney U	Cornell Sydney University
0	A00967	Fordham U	Fordham University, New York
0	A00968	New Sch U	New School University, New York
0	A00969	Rockefeller U	Rockefeller University, New York
0	A00970	GTE	GTE Sylvania Inc.
0	A00971	AMNH	American Museum of Natural History, New York
0	A00972	NJIT	New Jersey Institute of Technology
A00972	A11037	Big Bear Sol Obs	Big Bear Solar Observatory
A00972	A11038	Ctr Sol Terr Res	NJIT, Center for Solar Terrestrial Research
A00972	A11039	Dep Phy	NJIT, Department of Physics
0	A00973	Rutgers U	Rutgers University, New Jersey
A00973	A00974	Dep Ear Plan Sci	Rutgers University, Department of Earth and Planetary Sciences
A00973	A00975	Dep Phy Ast	Rutgers University, Department of Physics and Astronomy
A00973	A06072	UMDNJ	University of Medicine and Dentistry of New Jersey
0	A00976	U Delaware	University of Delaware
A00976	A00977	Bartol Res Inst	University of Delaware, Bartol Research Institute
A00976	A05710	Dep Phy Ast	University of Delaware, Department of Physics and Astronomy
0	A00978	U Newcastle	University of Newcastle, Australia
A00978	A00979	Sch Math Phy Sci	University of Newcastle, School of Mathematical and Physical Sciences
0	A00980	Newcastle U	Newcastle University Upon Tyne, UK
A00980	A00981	Dep Math	Newcastle University Upon Tyne, Department of Mathematics
A00980	A11764	Dep Phy	Newcastle University Upon Tyne, Department of Physics
0	A00982	Northumbria U	Northumbria University, UK
0	A00983	Chr Newport U	Christopher Newport University, Virginia
0	A00984	BC	Boston College, Massachusetts
A00984	A00985	Weston Obs	Boston College, Weston Observatory
A00984	A00986	Dep Geo Geop	Boston College, Department of Geology and Geophysics
A00984	A00987	Dep Chem	Boston College, Department of Chemistry
A00984	A11000	Dep Phy	Boston College, Department of Physics
A00984	A11001	Dep Ear Env Stud	Boston College, Department of Earth and Environmental Studies
A00984	A11002	Inst Sci Res	Boston College, Institute for Scientific Research
0	A00988	BCCC	Bucks County Community College, Pennsylvania
0	A00989	Radboud U Nijmegen	Radboud University Nijmegen, Netherlands
A00989	A00990	Dep Ast Phy	Radboud University Nijmegen, Department of Astronomy and Physics
0	A00991	Norfolk St U	Norfolk State University, Virginia
0	A00992	Old Dominion U	Old Dominion University, Virginia
0	A00993	AL A&M U	Alabama A&M University
0	A00994	IL St U Normal	Illinois State University, Normal
0	A00995	U Northampton	University of Northampton, UK
0	A00996	Smith Coll	Smith College, Massachusetts
A00996	A11027	FCRAO	Five College Radio Astronomy Observatory
0	A00997	Norwich U	Norwich University, Vermont
0	A00998	Carleton Coll	Carleton College, Minnesota
0	A00999	St Olaf Coll	Saint Olaf College, Minnesota
0	A01000	Wheaton Coll MA	Wheaton College, Massachusetts
0	A01001	U E Anglia	University of East Anglia, UK
0	A01002	U Notre Dame	University of Notre Dame, Indiana
A01002	A11092	Dep Phy	University of Notre Dame, Department of Physics
A01002	A11093	Ctr Astrop	University of Notre Dame, Center for Astrophysics
A01002	A11252	JINA	Joint Institute for Nuclear Astrophysics
0	A01003	Nottingham Trent U	Nottingham Trent University, UK
0	A01004	U Nottingham	University of Nottingham, UK
A01004	A01005	Sch Phy Ast	University of Nottingham, School of Physics and Astronomy
A01004	A01006	Ningbo	University of Nottingham, Ningbo
A01004	A01007	Malaysia	University of Nottingham, Malaysia
0	A01008	ORNL	Oak Ridge National Laboratory, Tennessee
A01008	A11053	Phy Div	Oak Ridge National Laboratory, Physics Division
0	A01009	Oberlin Coll	Oberlin College, Ohio
0	A01010	SDU Odense	University of Southern Denmark, Odense
0	A01011	TX Tech U	Texas Technological University
0	A01012	Weber St U	Weber State University, Utah
0	A01013	U OK Oklahoma City	University of Oklahoma, Oklahoma City
0	A01014	U OK Norman	University of Oklahoma, Norman
A01014	A01206	CIMMS	Cooperative Institute for Mesoscale Meteorological Studies
A01014	A05862	Sch Metr	University of Oklahoma, School of Meteorology
A01014	A11112	Dep Phy Ast	University of Oklahoma, Department of Physics and Astronomy
0	A01016	NY Inst Tech	New York Institute of Technology
0	A01017	Creighton U	Creighton University, Nebraska
0	A01018	Hartwick Coll	Hartwick College, New York
0	A01019	U W Ontario	University of Western Ontario, Canada
A01019	A11740	Dep Phy Ast	University of Western Ontario, Department of Physics and Astronomy
A01019	A11741	Dep Ear Sci	University of Western Ontario, Department of Earth Sciences
0	A01020	Chapman U	Chapman University, California
0	A01021	Lamar U	Lamar University, Texas
0	A01022	SC St U	South Carolina State University
0	A01023	Orebro U	Orebro University, Sweden
0	A01024	UT Vall U	Utah Valley University
0	A01025	U Cen FL	University of Central Florida
A01025	A01804	Arecibo	Arecibo Observatory
A01025	A11056	Dep Phy	University of Central Florida, Department of Physics
A01025	A11057	Coll Opt Phot	University of Central Florida, College of Optics and Photonics
0	A01029	Panasonic Elec Ind	Panasonic Electric Industrial Corporation
0	A01030	U Oslo	University of Oslo, Norway
A01030	A01031	Dep Chem	University of Oslo, Department of Chemistry
A01030	A01032	ESST	Society Science and Technology in Europe Program
A01030	A01033	Dep Phy	University of Oslo, Department of Physics
A01030	A01034	Ctr Cli Env Res	University of Oslo, Center for Climate and Environmental Research
A01030	A01035	Dep Geos	University of Oslo, Department of Geosciences
A01030	A11298	Inst Theo Astrop	University of Oslo, Institute of Theoretical Astrophysics
A01030	A13054	CEED	University of Oslo, Center for Earth Evolution and Dynamics
0	A01036	Mid Sweden U	Mid Sweden University
0	A01037	Can Dep Natl Def	Canada Department of National Defense
A01037	A01038	Def Res Dev Can	Defense Research and Development Canada
A01037	A01039	Ryl Mil Coll Can	Royal Military College of Canada
0	A01040	Nat Res Can	Natural Resources Canada
A01040	A01041	GSCQ	Geological Survey of Canada Quebec
A01040	A01042	Dep Ear Sci	Natural Resources Canada, Department of Earth Sciences
A01040	A01043	GSCC	Geological Survey of Canada Calgary
A01040	A01044	GSCA	Geological Survey of Canada Atlantic
A01040	A01045	GSCP	Geological Survey of Canada Pacific
A01040	A11281	GSCO	Geological Survey of Canada Ottawa
A01040	A11753	Ctr Inld Waters	Canada Center for Inland Waters
0	A01046	Carleton U	Carleton University, Canada
0	A01047	Can DFO	Canadian Department of Fisheries and Oceans
A01047	A01048	Quebec	Department of Fisheries and Oceans, Maurice Lamontagne Institute, Quebec
A01047	A01049	Pac	Department of Fisheries and Oceans, Pacific Region
A01047	A01050	Atl	Department of Fisheries and Oceans, Atlantic Region
A01047	A01051	Cen	Department of Fisheries and Oceans, Central Region
A01047	A01052	Gulf	Department of Fisheries and Oceans, Gulf Region
0	A01053	Env Can	Environment Canada
A01053	A01054	Met Svc Can	Meteorological Service of Canada
A01053	A01055	NWRI Can	National Water Research Institute, Canada
A01053	A11753	Ctr Inld Waters	Canada Center for Inland Waters
0	A01056	Intl Dev Res Ctr	International Development Research Center
A01056	A01057	Senegal	International Development Research Center, Senegal
0	A01058	NRC Can	National Research Council, Canada
A01058	A01059	TRIUMF	TRIUMF
A01058	A01060	HIA	Herzberg Institute for Astronomy and Astrophysics
A01058	A01061	DRAO	Dominion Radio Astrophysical Observatory
0	A01062	U Ottawa	University of Ottawa, Canada
A01062	A01063	Dep Ear Sci	University of Ottawa, Department of Earth Sciences
A01062	A01064	Dep Phy	University of Ottawa, Department of Physics
0	A01065	U Oulu	University of Oulu, Finland
A01065	A13001	Dep Phy	University of Oulu, Department of Physics
A01065	A13002	Div Ast	University of Oulu, Division of Astronomy
A01065	A13004	Sodankyla Geop Obs	Sodankyla Geophysical Observatory
0	A01066	Oxford Brookes U	Oxford Brookes University, UK
0	A01067	U Oxford	University of Oxford, UK
A01067	A01068	Dep Phy	University of Oxford, Department of Physics
A01067	A01069	Brasenose Coll	University of Oxford Brasenose College
A01067	A01070	Magdalen Coll	University of Oxford Magdalen College
A01067	A01071	Merton Coll	University of Oxford Merton College
A01067	A01072	St Catherines Coll	University of Oxford Saint Catherines College
A01067	A01073	St Johns Coll	University of Oxford Saint Johns College
A01067	A01074	Trinity Coll	University of Oxford Trinity College
A01067	A01075	U Coll	University of Oxford University College Oxford
A01067	A01076	Wadham Coll	University of Oxford Wadham College
A01067	A01077	Wolfson Coll	University of Oxford Wolfson College
A01067	A01078	Math Inst	University of Oxford, Mathematical Institute
A01067	A01079	Dep Ear Sci	University of Oxford, Department of Earth Sciences
A01067	A01080	Dep Eng	University of Oxford, Department of Engineering
A01067	A11759	Dep Astrop	University of Oxford, Department of Astrophysics
0	A01081	Miami U	Miami University, Ohio
0	A01082	U W Scotland	University of the West of Scotland
0	A01083	Massey U	Massey University, New Zealand
0	A01084	HP	Hewlett Packard Ltd
0	A01085	Stanford U	Stanford University, California
A01085	A01086	Sch Ear Sci	Stanford University, School of Earth Sciences
A01085	A01087	SLAC	Stanford Linear Accelerator Center
A01085	A01088	Dep Aero Astnau	Stanford University, Department of Aeronautics and Astronautics
A01085	A01089	Dep App Phy	Stanford University, Department of Applied Physics
A01085	A01090	Dep Chem	Stanford University, Department of Chemistry
A01085	A01091	Dep Elect Eng	Stanford University, Department of Electrical Engineering
A01085	A01092	Dep Geo Env Sci	Stanford University, Department of Geological and Environmental Sciences
A01085	A11203	Dep Ast	Stanford University, Department of Astronomy
A01085	A11204	Dep Phy	Stanford University, Department of Physics
A01085	A11205	Dep Geop	Stanford University, Department of Geophysics
A01085	A11417	ICRA	International Center for Relativistic Astrophysics
0	A01093	CalTech	California Institute of Technology
A01093	A01094	Div Chem	California Institute of Technology, Division of Chemistry and Chemical Engineering
A01093	A01095	Div Geo Plan Sci	California Institute of Technology, Division of Geological and Planetary Sciences
A01093	A01097	IPAC	Infrared Processing and Analysis Center
A01093	A01098	Div Phy Math Ast	California Institute of Technology, Division of Physics, Mathematics and Astronomy
A01093	A01099	JPL	Jet Propulsion Laboratory
A01093	A01803	LIGO Hanford Obs	LIGO Hanford Observatory
A01093	A11037	Big Bear Sol Obs	Big Bear Solar Observatory
A01093	A11207	LIGO Livingston	LIGO Livingston Observatory, Louisiana
A01093	A11208	Obs	California Institute of Technology, Observatories
A01093	A11209	OVRO	California Institute of Technology, Owens Valley Radio Observatory
A01093	A11210	LIGO Lab	California Institute of Technology, LIGO Laboratory
0	A01100	U West Sydney	University of Western Sydney, Australia
0	A01101	U W FL	University of West Florida
0	A01102	Bradley U	Bradley University, Illinois
0	A01103	West Austr Mus	Western Australian Museum
0	A01104	Trent U	Trent University, Canada
0	A01105	Drexel U	Drexel University, Pennsylvania
0	A01106	Temple U	Temple University, Pennsylvania
0	A01107	U Penn	University of Pennsylvania
A01107	A01108	Dep Chem	University of Pennsylvania, Department of Chemistry
A01107	A11007	Dep Ast	University of Pennsylvania, Department of Astronomy
A01107	A11008	Ctr Part Cosmo	University of Pennsylvania, Center for Particle Cosmology
A01107	A11009	Dep Phy	University of Pennsylvania, Department of Physics
A01107	A13098	LRSM	University of Pennsylvania, Laboratory for Research on the Structure of Matter
0	A01109	Pittsburg St	Pittsburg State University, Kansas
0	A01110	La Roche Coll	La Roche College, Pennsylvania
0	A01111	CMU	Carnegie Mellon University, Pennsylvania
A01111	A01112	Qatar	Carnegie Mellon University, Qatar
A01111	A11088	Dep Phy	Carnegie Mellon University, Department of Physics
0	A01113	Duquesne U	Duquesne University, Pennsylvania
0	A01114	U Pittsburgh	University of Pittsburgh, Pennsylvania
A01114	A01115	Dep Phy Ast	University of Pittsburgh, Department of Physics and Astronomy
A01114	A11084	Allegheny Obs	University of Pittsburgh, Allegheny Observatory
A01114	A11086	Dep Geo Plan Sci	University of Pittsburgh, Department of Geology and Planetary Sciences
0	A01116	U Plymouth	University of Plymouth, UK
0	A01117	Idaho St	Idaho State University
A01117	A01118	Boise	Idaho State University, Boise
0	A01119	U Glamorgan	University of Glamorgan, UK
0	A01120	Bournemouth U	Bournemouth University, UK
0	A01121	Estrn NM U	Eastern New Mexico University
0	A01122	Lewis Clark Coll	Lewis and Clark College, Oregon
0	A01123	OR Health Sci U	Oregon Health and Science University
0	A01124	Portland St U	Portland State University, Oregon
0	A01125	Reed Coll	Reed College, Oregon
0	A01127	U Portsmouth	University of Portsmouth, UK
A01127	A01128	Inst Cosmo Grav	University of Portsmouth, Institute of Cosmology and Gravitation
A01127	A11768	SEPnet	South East Physics Network
0	A01129	Clarkson U	Clarkson University, New York
0	A01130	Vassar Coll	Vassar College, New York
0	A01131	TX A&M Prairie View	Texas A&M University, Prairie View
0	A01132	U Cen Lancashire	University of Central Lancashire, UK
A01132	A11758	Ctr Astrop	University of Central Lancashire, Center for Astrophysics
0	A01133	U Nrthn BC	University of Northern British Columbia, Canada
0	A01134	Princeton IAS	Princeton Institute for Advanced Study, New Jersey
0	A01135	Princeton U	Princeton University, New Jersey
A01135	A01136	Dep Geos	Princeton University, Department of Geosciences
A01135	A01137	Dep Chem	Princeton University, Department of Chemistry
A01135	A01138	PPPL	Princeton Plasma Physics Laboratory
A01135	A01139	Sch Eng	Princeton University, School of Engineering and Applied Science
A01135	A01140	Dep Ast Sci	Princeton University, Department of Astrophysical Sciences
A01135	A06188	GFDL	Geophysical Fluid Dynamics Laboratory
A01135	A11023	Dep Phy	Princeton University, Department of Physics
0	A01141	Brown U	Brown University, Rhode Island
A01141	A01142	Dep Geo Sci	Brown University, Department of Geological Sciences
A01141	A11016	Dep Phy	Brown University, Department of Physics
0	A01143	BYU	Brigham Young University, Utah
A01143	A01144	HI	Brigham Young University, Hawaii
A01143	A01145	Idaho	Brigham Young University, Idaho
A01143	A11158	Dep Phy Ast	Brigham Young University, Department of Physics and Astronomy
0	A01146	WA St U	Washington State University
A01146	A01147	Dep Phy Ast	Washington State University, Department of Physics and Astronomy
A01146	A01148	Tri Cities	Washington State University, Tri Cities
A01146	A11187	Sch Ear Env Sci	Washington State University, School of Earth and Environmental Sciences
0	A01149	NCSU	North Carolina State University
A01149	A11040	TUNL	Triangle Universities Nuclear Laboratory
A01149	A11042	Dep Phy	North Carolina State University, Department of Physics
A01149	A13058	CICS	Cooperative Institute for Climate and Satellites
0	A01150	SD Sch Mines Tech	South Dakota School of Mines and Technology
0	A01151	ECMWF	European Center for Medium Range Weather Forecasts, UK
0	A01152	U Reading	University of Reading, UK
A01152	A01153	Sch Math Phy Sci	University of Reading, School of Mathematical and Physical Sciences
A01152	A01154	Dep Metr	University of Reading, Department of Meteorology
0	A01155	Albright Coll	Albright College, Pennsylvania
0	A01156	U Redlands	University of Redlands, California
0	A01157	U Regina	University of Regina, Canada
0	A01158	U NV	University of Nevada System
A01158	A01159	UNLV	University of Nevada, Las Vegas
A01158	A01160	Reno	University of Nevada, Reno
A01158	A11177	DRI	Desert Research Institute
0	A01161	Estrn KY U	Eastern Kentucky University
0	A01162	U Richmond	University of Richmond, Virginia
0	A01163	VA Comm U	Virginia Commonwealth University
0	A01164	Oakland U	Oakland University, Michigan
0	A01165	RIT	Rochester Institute of Technology, New York
A01165	A01166	Sch Phy Ast	RIT, School of Physics and Astronomy
0	A01167	St John Fisher Coll	Saint John Fisher College, New York
0	A01168	U Rochester	University of Rochester, New York
A01168	A11026	Dep Phy Ast	University of Rochester, Department of Physics and Astronomy
0	A01169	Rosemont Coll	Rosemont College, Pennsylvania
0	A01170	Roskilde U	Roskilde University, Denmark
0	A01171	AR Tech	Arkansas Technical University, Arkansas
0	A01172	Mt Allison Can	Mount Allison University, Canada
0	A01173	Roanoke Coll	Roanoke College, Virginia
0	A01174	Salem St U	Salem State University, Massachusetts
0	A01175	U Salford	University of Salford, UK
0	A01176	U UT	University of Utah
A01176	A01177	Dep Geo Geop	University of Utah, Department of Geology and Geophysics
A01176	A11157	Dep Phy Ast	University of Utah, Department of Physics and Astronomy
0	A01178	U TX	University of Texas System
0	A01179	SwRI	Southwest Research Institute, Texas
A01179	A01180	Boulder	Southwest Research Institute, Boulder
0	A01181	Trinity U Tx	Trinity University, San Antonio, Texas
0	A01182	U San Diego	University of San Diego, California
0	A01183	TX St U San Marcos	Texas State University San Marcos
0	A01184	Chevron	Chevron Oil Corporation
0	A01185	UNAM	National Autonomous University of Mexico
A01185	A01186	Inst Ast	UNAM, Institute of Astronomy
A01185	A01187	Inst Geop	UNAM, Institute of Geophysics
A01185	A01188	Inst Geo	UNAM, Institute of Geology
A01185	A01189	IIM	UNAM, Instituto de Investigaciones en Materiales
A01185	A01190	Ctr Geos	UNAM, Center for Geosciences
A01185	A01191	Ctr Atm Sci	UNAM, Center for Atmospheric Sciences
A01185	A01192	NAO San Pedro Martir	UNAM, National Astronomical Observatory, San Pedro Martir
A01185	A01193	CIGA	UNAM, Center of Environmental Geography
A01185	A01194	Ctr RadAst Astrop	UNAM, Center for Radioastronomy and Astrophysics
A01185	A01195	Inst Phy Sci	UNAM, Institute of Physical Sciences
A01185	A01196	Inst Phy	UNAM, Institute of Physics
A01185	A01197	Inst Nuc Sci	UNAM, Institute of Nuclear Sciences
A01185	A01198	Inst Mar Sci	UNAM, Institute of Marine Sciences and Limnology
0	A01199	Intel	Intel Corporation
0	A01200	NOAA	National Oceanic and Atmospheric Administration, Washington
A01200	A01201	NCEI	National Centers for Environmental Information
A01200	A01202	NESDIS	NOAA Center for Satellite Applications and Research
A01200	A01203	CIRES	Cooperative Institute for Research in Environmental Sciences
A01200	A01204	Atm Res	NOAA Office of Oceanic and Atmospheric Research
A01200	A01205	Natl Geod Surv	NOAA National Geodetic Survey
A01200	A01206	CIMMS	Cooperative Institute for Mesoscale Meteorological Studies
A01200	A01208	AK Fish Ctr	NOAA, Alaska Fisheries Science Center
A01200	A01209	SWFSC	NOAA, Southwest Fisheries Science Center
A01200	A01210	GLERL	NOAA, Great Lakes Environmental Research Laboratory
A01200	A01211	Atl Oc Met Lab	NOAA, Atlantic Oceanographic and Meteorological Laboratory
A01200	A01220	JISAO	Joint Institute for the Study of the Atmosphere and Ocean
A01200	A05864	NWC	NOAA, National Weather Center
A01200	A06188	GFDL	Geophysical Fluid Dynamics Laboratory
A01200	A11153	Boulder	National Oceanic and Atmospheric Administration, Boulder
A01200	A11805	Pac Mar Env Lab	NOAA Pacific Marine Environmental Laboratory
A01200	A13037	CIRA	Cooperative Institute for Research in the Atmosphere
A01200	A13058	CICS	Cooperative Institute for Climate and Satellites
A01200	A13059	ESSIC	Earth System Science Interdisciplinary Center
A01200	A13069	CIMSS	Cooperative Institute for Meteorological Satellite Studies
0	A01212	Santa Fe Inst	Santa Fe Institute, New Mexico
0	A01213	Skidmore Coll	Skidmore College, New York
0	A01214	U Saskatchewan	University of Saskatchewan, Canada
A01214	A11735	ISAS	University of Saskatchewan, Institute of Space and Atmospheric Studies
A01214	A11736	Dep Phy	University of Saskatchewan, Department of Physics
0	A01215	Motorola	Motorola Inc.
0	A01216	Union Coll	Union College, New York
0	A01217	U Scranton	University of Scranton, Pennsylvania
0	A01218	U WA	University of Washington, Seattle
A01218	A01219	U WA/USGS Sch Ocgy	University of Washington, USGS School of Oceanography
A01218	A01220	JISAO	Joint Institute for the Study of the Atmosphere and Ocean
A01218	A01221	Dep Phy	University of Washington, Department of Physics
A01218	A01222	Dep Ast	University of Washington, Department of Astronomy
A01218	A01223	Dep Ear Sp Sci	University of Washington, Department of Earth and Space Sciences
A01218	A11186	Dep Atm Sci Geop	University of Washington, Department of Atmospheric Sciences and Geophysics
A01218	A11252	JINA	Joint Institute for Nuclear Astrophysics
0	A01224	U WA Tacoma	University of Washington, Tacoma
0	A01225	U WA Bothell	University of Washington, Bothell
0	A01226	Susquehanna U	Susquehanna University, Pennsylvania
0	A01227	TX Lutheran	Texas Lutheran University
0	A01228	Sheffield Hallam U	Sheffield Hallam University, UK
0	A01229	U Sheffield	University of Sheffield, UK
A01229	A01230	ACSE	University of Sheffield, Department of Automatic Control and Systems Engineering
A01229	A01231	Dep Phy Ast	University of Sheffield, Department of Physics and Astronomy
0	A01232	Sherbrooke U	University of Sherbrooke, Canada
0	A01233	Austin Coll	Austin College, Texas
0	A01234	Centenary Coll	Centenary College, Louisiana
0	A01235	John Brown U	John Brown University, Arkansas
0	A01236	NM Inst Min Tech	New Mexico Institute of Mining and Technology
A01236	A11174	Dep Phy	New Mexico Institute of Mining and Technology, Department of Physics
0	A01237	Mt Holyoke Coll	Mount Holyoke College, Massachusetts
A01237	A11006	Coll Dep Ast	Mount Holyoke College, Department of Astronomy
A01237	A11027	FCRAO	Five College Radio Astronomy Observatory
0	A01238	U Southampton	University of Southampton, UK
A01238	A01239	Sch Oc Ear Sci	University of Southampton, School of Ocean and Earth Science
A01238	A01240	Sch Phy Ast	University of Southampton, School of Physics and Astronomy
A01238	A01241	Aero Astnau	University of Southampton, Aeronautics and Astronautics
A01238	A01300	Natl Ocgy Ctr	National Oceanography Center, UK
